voltage,current,temperature,soc
3.947360856,1.512106307,24.33905909,77.67095891
3.316002153,-0.001871877,36.10560484,26.33201526
3.356135136,-2.5,54.31084755,26.96238561
3.174116978,-2.012000106,38.90419256,12.90014807
3.768526201,1.516380655,32.41360373,62.83074556
3.363787029,-2.013129774,36.31758398,28.70508193
3.351656486,-1.986778993,35.97249799,27.715284
4.2,1.225151807,28.55894897,99.01987855
3.949226709,1.509784365,28.01679017,77.89439828
4.197479885,1.120745584,28.12081924,98.89339391
3.517805495,-1.005481075,47.79089768,41.95652814
3.796987772,1.515181823,27.40309265,65.20350219
3.921277255,-2.009714452,25.31388636,75.16533299
3.464351478,-2.010710675,32.89128226,37.08738794
3.9389767,1.511684895,25.27564159,77.03871043
3.44528196,-2.013478443,32.82013254,35.49604721
3.255809993,-2.5,32.5722265,19.31749943
3.778032183,1.495205379,26.7448117,63.63985092
3.151051845,-2.5,37.10079184,10.58765378
3.19012077,-0.002423947,35.08167641,15.84145832
3.132327543,-2.5,39.94066799,9.027295224
3.228617788,-0.00101666,37.62186106,19.050669
3.479325433,0.000616248,56.64074399,39.11125586
4.2,0.070632957,23.50104955,99.79359859
4.2,0.042144562,26.29987535,99.96628435
3.420384756,-2.013329919,34.61606394,33.42139906
4.2,0.189026183,25.65197749,99.84877905
4.2,0.045393042,24.58376104,99.92206167
3.480328052,-2.009818361,31.46772903,38.41948297
3.831814795,-2.01024847,25.16171334,67.70970079
4.196837034,0.043676652,24.21842267,99.62332047
3.633264017,-1.990347094,30.31257456,51.17972371
3.963494479,1.488289685,25.93448546,79.1005748
3.213307803,-0.001151723,40.32249343,17.75860416
3.518047098,-2.008834399,32.05702275,41.56352397
3.861062409,1.510346091,27.19814781,70.54692385
3.359576445,0.001348284,27.17299276,29.96362508
3.247506982,-2.009765534,35.13820513,19.01776939
3.13526293,-2.5,59.60784964,8.29151832
3.20125406,-2.5,37.35217972,14.77117163
3.927884187,1.514176872,25.51912846,76.11234073
3.885758054,1.492006788,25.18403184,72.61956575
3.526481303,-2.010574442,30.3153059,42.26498235
3.577421809,1.49332906,30.27804593,46.9238208
3.861417297,-1.990885903,25.93282178,70.19206606
4.196428989,0.057471918,26.7218068,99.65643819
4.199234012,0.529631756,26.46808311,99.5124623
3.474180119,-1.991204998,34.17896906,37.92204593
3.175022449,-2.5,58.96071761,11.63716822
3.395712558,-1.996838642,32.02650083,31.37857558
3.869152967,1.490467455,23.44763115,71.0818031
4.079236149,1.492033329,27.36372652,88.7427191
3.968936248,1.489389037,27.98992993,79.55317611
4.2,0.55054259,27.58171957,99.55956593
3.384216681,-1.99391115,35.94946863,30.42292779
3.476122253,-2.010871549,32.08181517,38.06815715
3.751936566,-2.007152818,27.00440154,61.05565821
3.357659786,-2.009089551,32.9704495,28.19771053
4.190928146,0.026382298,26.78211827,99.22290629
3.300272451,-2.012549638,37.01435663,23.41266452
3.67218298,-0.002867137,30.96043764,56.01295465
3.141527667,-0.999448385,47.57192091,10.61581748
4.197146281,0.056708999,23.9543117,99.61225408
3.643684168,-2.012046724,27.75355955,52.03070992
4.027073993,1.514200961,28.0693748,84.37813867
3.779743567,-2.008790639,28.21398134,63.37159809
3.570190659,1.515050098,34.46298701,46.30384821
3.08896291,-2.5,39.31247162,5.413575836
4.2,1.343993537,28.70314628,98.92480517
3.21773907,-2.010757415,37.15247431,16.53631654
3.333187382,-2.5,51.93236862,25.16899677
3.947240977,1.49086606,25.36818394,77.74405525
3.27744603,-2.5,58.03689362,20.21865784
3.324621091,-0.003610807,28.78260274,27.0488689
3.170314832,-2.5,31.69945882,12.1929027
3.654439248,-0.00201957,33.37508411,54.53498835
3.288620076,-0.003606613,40.53678944,24.02194822
3.966214172,1.510569161,27.25568619,79.30939237
3.691663463,-0.002838163,37.04517973,57.63635136
3.239644948,0.001762902,32.22048706,19.96900203
4.2,0.183446128,24.96557598,99.8498007
3.975878451,1.514423041,25.58034318,80.11166583
4.2,0.363371789,25.90010485,99.70930257
3.838580871,1.512235283,26.3434069,68.671951
4.001944338,1.506321081,26.0557918,82.29030466
4.2,-0.000594961,23.92028432,99.89155246
3.248823085,-2.5,37.34546671,18.73525711
4.2,1.143874405,29.97199216,99.08490048
3.183491823,-2.009598432,37.72946811,13.68330654
4.031170599,1.488569836,26.7830832,84.74002736
3.450484198,-1.988135746,34.6809266,35.94984121
3.210828734,-2.010871579,36.46099839,15.96036387
3.211950394,-2.5,58.30843569,14.74711106
3.462268298,-2.008662949,31.9505527,36.91542781
3.446585342,-2.011058195,33.40400866,35.60659863
3.271218602,-2.5,58.13091931,19.69500416
3.853085034,-2.5,44.84031941,68.84840354
3.616068981,-1.987329976,48.24701728,49.33686694
3.97020571,1.4902478,25.6286973,79.65827756
4.2,0.288208015,25.93317063,99.76943359
3.609048854,-0.997866776,46.47758817,49.63189837
3.235430383,-2.5,34.15412428,17.61919861
4.190933809,0.980659541,30.25642607,98.45995642
3.271529594,-2.5,55.83316874,19.83580775
3.135661409,-2.010326815,38.330801,9.696855967
4.2,0.868377939,29.47143682,99.30529765
3.694712999,-0.008039454,30.9226249,57.88631837
3.285416311,-2.007040784,35.63461055,22.17905998
3.186075745,-0.003212273,31.45215687,15.50374229
3.207834113,-2.5,37.20527592,15.31950941
3.093033682,-2.5,39.90393296,5.75280684
3.247435857,-1.996679489,35.65784218,19.02231119
3.442950081,-2.011920529,32.21570227,35.3029703
4.2,0.079179403,24.64504901,99.90116138
3.251695832,-2.5,35.56582124,18.97465268
3.774843572,1.507048438,24.92350363,63.35700926
3.23682577,-2.011588639,36.75011624,18.12620989
3.427646374,-2.010047244,33.76019214,34.02916007
4.2,0.123969992,24.94163853,99.89498786
3.6560687,0.000768666,47.72373645,54.28558991
3.086410835,-2.5,38.3000477,5.200902934
3.956943105,-0.000446785,31.83041193,79.74490134
3.699695074,-0.005441979,31.51357671,58.30356925
3.865991381,1.514981933,23.24533968,70.77849687
3.175342384,-0.001414936,36.97839288,14.61073338
3.708977831,-1.00007762,46.0122369,57.98081196
3.818253429,-2.012747512,45.6554029,66.29481757
4.2,0.037986357,24.37648279,99.90725919
3.142397601,-2.5,38.00368717,9.866466764
3.57833662,-0.004758571,50.12307889,47.68475753
3.371332405,-1.99061311,34.94540707,29.35187663
3.118902023,-0.001022836,41.11131764,9.852117745
3.916638991,0.002372212,29.84719403,76.38468484
3.238136801,-2.013255008,37.14087549,18.23412938
3.399419382,-2.010623535,33.82528624,31.67644966
4.005455251,1.509397923,25.9774769,82.58041921
4.2,0.36761589,27.9873487,99.70590729
3.577650064,-0.999454082,46.45675368,47.01510439
3.503372936,-1.989953411,32.88651813,40.35578193
3.722465358,-2.009120939,26.59042172,58.59814978
3.262093386,-2.008699989,35.71516418,20.23415547
4.2,0.04076073,24.2995048,99.8973419
4.2,0.065248887,24.45048124,99.89284901
4.2,0.060053797,23.69245833,99.8212028
3.964790643,1.499648102,27.92668887,79.19950176
4.083584363,1.489905893,26.5445603,89.10677224
3.460501724,-2.5,27.11922488,36.37514366
3.644032528,-0.995236658,46.4206597,52.55215498
4.2,0.037751923,24.5032099,99.92011945
3.30997023,-0.002781966,32.63294133,25.8286269
3.598031832,-2.006016451,28.55977621,48.23117288
3.535743688,-0.994757453,47.17761751,43.49062052
3.735803265,-2.015715449,29.66640138,59.70436636
3.356961154,-2.5,54.02742236,27.04539175
3.601152809,-1.988835812,30.15222003,48.50499874
3.272395372,-2.007770901,34.68727947,21.09339764
3.85478222,1.51358813,25.90752937,70.02098114
3.971753907,-0.99992453,45.67579741,79.89576279
3.589085871,-2.003011206,26.37541858,47.48808026
3.373598701,0.000633781,36.2091524,31.13271803
3.328922905,-2.013567405,35.79524356,25.7993882
4.2,-0.003978426,24.35505806,99.93232307
3.394663682,-1.997184342,32.94008509,31.2908927
3.253821589,-2.009143617,35.55829001,19.54448422
3.280608734,-2.5,36.53691034,21.38406115
3.221237182,-2.5,25.39692491,16.43643185
4.111073549,1.495045346,27.37690325,91.39342612
4.2,0.004622127,24.18927182,99.91522948
4.135465284,1.514736599,26.90923761,93.41031768
3.266960095,-1.995138195,34.83599891,20.65056406
3.794499546,1.498324984,26.50904575,65.00963554
4.2,0.070208367,23.7392107,99.81775438
3.965265195,-1.00574838,45.96130012,79.33610255
3.478534504,-1.987310962,33.58055388,38.28802654
3.84601749,1.492309355,26.99944553,69.30761002
3.155914263,-0.000210816,42.45859345,12.8697569
3.145949621,-2.010374047,37.36871734,10.55416921
3.69073467,-0.004954433,35.65602868,57.55725898
3.813833663,-1.998907787,29.64689396,66.22034569
4.198116529,0.067416891,23.06632991,99.59574356
3.688987412,-0.001226989,29.64887681,57.41463607
4.196741681,0.069063357,24.09940562,99.58316333
4.032097967,1.51367258,26.97688799,84.79722584
3.900313393,1.488684357,27.09117752,73.83516857
3.522820901,-2.5,50.77463255,41.02967682
3.250659431,-2.5,56.35186051,18.07069286
4.199934151,1.372242516,28.33722542,98.8967186
4.198028004,0.427619485,26.2036413,99.4935714
3.714396939,-1.994631955,26.62696028,57.93737272
4.2,0.047500435,24.15714126,99.87771378
3.266531564,-2.011569379,37.57645757,20.6017082
3.841088499,0.001394126,30.12647152,70.08959295
3.176042972,-2.5,35.28614106,12.67024763
3.087345576,-2.010731153,38.94355578,5.670213046
3.403302472,-2.009553393,32.97008619,32.00089664
3.233165561,-2.012854954,37.96826482,17.82017945
4.000728128,1.515429793,24.81801983,82.16346885
3.555430201,-0.994958409,46.10815698,45.1844755
3.619116992,-1.991011588,29.34929975,50.00027341
3.162947443,-2.5,35.09163709,11.57895361
3.199507534,-2.008948605,37.92238078,15.01846892
4.196100348,0.034422782,23.8072188,99.52821268
3.634775717,-2.013138215,29.86557051,51.28746582
4.188795743,0.030865439,26.82814495,99.04161957
3.624365777,-2.00912889,30.40185758,50.42317832
4.198697002,0.303959416,25.58650166,99.64824932
3.740902303,-2.5,46.5798991,59.41286359
3.736501709,-0.995964312,46.10780461,60.2729807
3.626777463,-1.007710457,46.74243635,51.08816506
3.954603834,-1.004824659,46.10936554,78.44099151
3.764271556,1.513696569,30.71100939,62.47833907
3.616287362,-1.991318034,30.94670286,49.7642257
4.195648686,0.032725198,26.48644435,99.61121032
3.689531318,-0.007782851,37.10469684,57.45471689
4.196758513,0.048337623,23.9725942,99.58846538
3.667714213,-0.004685182,31.09123405,55.63910296
3.139358549,-2.5,35.12243549,9.613212453
3.857134586,1.49735148,28.91694201,70.23000097
3.695445493,1.515139637,32.49287649,56.74167936
3.952289024,1.495049441,23.95663691,78.05704276
4.12558473,1.510142692,27.01776917,92.59061332
3.841359222,-0.001136241,29.61418849,70.11235948
3.53761275,-1.996537444,30.29536852,43.20383258
4.2,0.448106172,27.25221709,99.64151506
4.195920739,0.036734701,23.02378966,99.43305282
3.734277843,1.491578999,27.17636351,59.99655703
3.588374752,-1.006671641,46.83274597,47.88425472
3.725711748,1.510430763,27.77102227,59.26763438
4.171457568,1.491646965,28.65428093,96.42814645
3.629600782,-0.002934089,37.11339417,52.4643846
3.522938326,-2.011238913,31.52580074,41.96920271
3.564450437,-2.011574306,29.51828425,45.42827694
4.03363359,1.515072607,26.30274099,84.92407443
3.479566148,-2.012222145,33.76210343,38.35406798
3.144704729,-2.5,33.84544927,10.0587274
3.444004181,-1.993833691,48.72094826,34.96923402
3.587793724,-2.5,31.18358514,46.98281032
4.196118508,0.057683024,24.97381742,99.62777764
3.79282357,-1.999359053,25.81518496,64.46914363
3.8031103,1.514615095,32.26643452,65.71416629
3.302016121,-1.989228999,36.57697262,23.5766269
3.167914766,-0.001012658,42.61449321,13.86136235
4.00228494,1.516412924,23.0437705,82.11499174
3.416572503,-2.012181614,34.97913467,33.10462997
3.510976751,-2.01196369,32.805348,40.97182493
4.198894215,0.425178669,25.65557635,99.56770829
4.197235307,0.049464978,23.18121641,99.5481586
3.180764034,5.19E-05,37.98378781,15.06362802
3.270965112,-1.994606793,25.75184323,20.98474057
3.558157963,-2.5,31.18317254,44.51316355
3.641583287,-2.0120491,29.79502974,51.85563467
3.869913242,1.508466864,27.16361421,71.28599671
3.754771061,-1.991616999,29.59152223,61.30429485
3.879381718,1.491702798,25.38556923,72.08844758
4.189574009,0.029627058,27.32291646,99.10746573
3.222059413,-2.5,33.93106426,16.50495106
4.2,0.346814066,26.15461298,99.72254875
3.628296616,-1.989950611,29.77743712,50.76609087
3.902360969,-0.00255798,32.35120219,75.19470105
3.865694785,1.490761571,25.97357287,70.94862285
3.358650916,1.492316001,25.60212141,28.69372353
3.224049256,-1.995867591,36.83401732,17.07407722
3.577197597,-1.989149352,32.20905508,46.50848025
3.472611065,-0.001092082,29.50742153,39.38338178
3.170921522,-2.5,57.8657664,11.35017184
3.927564787,1.513114918,25.84370599,76.08657367
3.566158628,-0.998313027,46.80961708,46.0407544
3.282328142,-2.5,34.0308778,21.52734513
4.115209679,1.513306735,27.85815917,91.72349452
3.318847685,-2.5,34.80063552,24.57064044
3.922889343,1.508073543,26.66783512,75.70098641
3.150986784,-2.5,33.46673389,10.58223203
3.84241764,1.517912746,29.5344496,68.98713983
3.422503986,-1.009138132,48.28817027,33.98694649
3.526920277,-0.000113883,55.86956877,43.11645353
3.189425176,-2.5,36.65589478,13.78543131
3.441185312,-1.989304583,34.17100553,35.17399902
3.948913034,1.507699149,26.01464131,77.86992683
3.538733813,-0.006182432,51.85875814,44.29660059
3.269071993,-2.5,35.73201916,20.42266606
3.230757234,-2.008115725,36.53643849,17.62327691
3.432269196,-2.008122806,31.58596759,34.41593476
3.674254723,-2.014933191,29.91625919,54.57594699
3.218088973,-2.5,56.69326942,15.33941762
3.426963603,-2.013074458,34.53176556,33.96984072
3.077275074,-0.000652395,40.09163784,6.434485715
3.948105498,1.513065178,26.01001893,77.79833937
4.199811129,0.121109994,24.44863078,99.83223585
3.748416381,1.487993445,26.22707731,61.17763696
3.247629249,-1.00711751,48.64388689,19.39788243
3.155025329,-2.010394791,35.60168953,11.31046161
3.950845869,1.511722617,25.44288283,78.02777765
3.244089211,-2.5,58.42716345,17.41940942
3.60559625,0.001923636,34.76490925,50.46481523
3.952949634,1.517508787,27.42638531,78.19846248
3.583195787,-2.007230171,31.06777405,46.99386475
3.967486738,1.510839425,27.1507433,79.41522326
3.485918826,-1.98855813,33.20148699,38.90238903
3.430488853,-1.992544052,34.17718682,34.28003581
3.17778138,-0.001247437,40.46886215,14.79067396
3.958840524,1.513076482,24.42948612,78.63586442
3.17372767,-2.5,38.1451146,12.47730584
3.692035506,-0.006596989,33.09270655,57.66434789
3.964625681,1.49312598,26.03067556,79.19097263
3.192397731,-2.011974211,38.02535086,14.42356488
3.258549047,-2.010822649,35.54084,19.93709578
4.199741153,0.18551022,24.64734961,99.79475618
4.198504458,0.324986598,27.49077486,99.61538226
3.87665978,1.516721856,25.21048258,71.84160422
3.492686231,-1.998057623,30.42045226,39.45873979
3.879898588,1.491335661,23.4852428,71.98033807
3.999910892,1.509308905,25.97925239,82.11846058
3.293467237,-2.010007393,34.27330539,22.84759714
4.196269894,0.034915844,22.981536,99.45937878
4.2,0.092851905,25.91807708,99.92571848
3.406868073,-2.5,33.85157496,31.90567278
3.413956661,-1.990293274,33.83142207,32.90415377
3.643903705,1.510483461,27.01438608,52.45025532
3.09787717,-2.5,30.52183833,6.156430801
3.945169221,1.491186774,26.61790371,77.57115236
3.561381856,-2.013886719,30.46003375,45.17071192
4.197817874,0.049956665,24.47488249,99.7256791
3.779564972,-0.998928407,45.7441822,63.87739583
3.907363571,1.516189163,28.86358476,74.40067958
3.245684319,-2.01249887,35.60877131,18.86369412
3.19724608,-2.01246932,36.85296036,14.82719788
3.534898819,-2.01397626,30.66555412,42.9637206
3.301633181,-2.5,30.16932857,23.13609846
4.195844493,0.057642221,26.34714726,99.60759397
3.971998744,1.509659159,32.39908947,79.79216801
3.097656973,-2.014015456,38.48340431,6.526868705
4.199604492,0.129278814,24.26536681,99.79015459
3.758513221,-2.013637079,27.68038,61.59852541
3.510045077,-1.008981649,47.82248002,41.30544714
3.439890864,-2.5,53.20919972,33.99711199
3.60128153,-1.00812402,46.89261078,48.95566445
3.69403352,-0.0066025,35.13851645,57.83084467
3.147000014,-2.010993363,37.49475555,10.64120649
3.478722346,-2.008316883,33.87097625,38.2868753
3.620394343,-1.008178435,46.72135508,50.55691804
3.182686838,-2.012726009,37.49631439,13.61372239
3.536338594,-2.00591382,29.99963662,43.09015177
4.2,0.036361592,23.8478597,99.8556967
3.709262611,-2.011760862,29.78318097,57.49580888
3.457575072,-2.012691369,34.42969018,36.52110294
3.425959443,-1.98795296,33.42867321,33.90625785
4.2,0.115387014,25.01125173,99.90769039
3.878183536,1.515585711,25.66284976,71.96949279
3.151721029,-2.5,28.9463775,10.64341912
3.307415448,-1.987257728,37.09506643,24.02814785
4.2,0.431415236,27.45154304,99.65486781
3.827119209,1.514717342,31.3788806,67.71482684
4.196392319,0.027633233,23.24774893,99.50202824
4.2,0.032678987,24.63798635,99.93765544
3.344407344,-0.000832778,27.22536673,28.69994574
4.073131671,1.513054593,26.32215437,88.2171956
3.564552481,-1.991876057,31.89806892,45.45253921
3.664629419,-0.002663188,32.84627112,55.38365436
3.450301874,-2.011923363,34.78366955,35.9156175
4.108326894,1.514392673,27.40686893,91.14906037
